Student,SUB_1,SUB_2,SUB_3,SUB_4,SUB_5,SUB_6,SUB_7,SUB_8,SUB_9,SUB_10,USUB_1,USUB_2,USUB_3,USUB_4,USUB_5,USUB_6,USUB_7,USUB_8,USUB_9,USUB_10,SGD_1,SGD_2,SGD_3,SGD_4,SGD_5,SGD_6,SGD_7,SGD_8,SGD_9,SGD_10
601,Living in the IT Era,Physical Education 3,Data Structures & Algorithms,Art Appreciation,Life & Works of Rizal,Basic Grammar & Writing Composition (Nihongo),Differential Calculus,Computer Programming,Essentials of Catholic Faith & Life,Technopreneurship,2,2,3,1,1,2,3,3,1,2,93,99,82,96,99,100,79,95,75,79
602,Discrete Structures,Art Appreciation,Computer Programming,Readings in Philippine History,Differential Calculus,Physical Education 3,Technopreneurship,Understanding the Self,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,3,1,3,1,3,2,2,1,2,1,77,84,76,76,99,98,74,85,90,72
603,Basic Grammar & Writing Composition (Nihongo),Computer Programming,Readings in Philippine History,Physical Education 3,Essentials of Catholic Faith & Life,Understanding the Self,Living in the IT Era,Discrete Structures,Art Appreciation,Differential Calculus,2,3,1,2,1,1,2,3,1,3,90,98,80,80,82,72,91,76,77,71
604,Readings in Philippine History,Understanding the Self,Life & Works of Rizal,Computer Programming,Living in the IT Era,Physical Education 3,Technopreneurship,Basic Grammar & Writing Composition (Nihongo),Data Structures & Algorithms,Differential Calculus,1,1,1,3,2,2,2,2,3,3,75,76,88,75,86,90,98,98,97,76
605,Art Appreciation,Understanding the Self,Ethics,Discrete Structures,Computer Programming,Readings in Philippine History,Physical Education 3,Differential Calculus,Living in the IT Era,Technopreneurship,1,1,2,3,3,1,2,3,2,2,99,95,86,91,83,85,87,99,78,93
606,Physical Education 3,Discrete Structures,Differential Calculus,Understanding the Self,Readings in Philippine History,Essentials of Catholic Faith & Life,Ethics,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,Data Structures & Algorithms,2,3,3,1,1,1,2,2,1,3,77,78,79,76,98,88,99,75,90,96
607,Physical Education 3,Data Structures & Algorithms,Essentials of Catholic Faith & Life,Computer Programming,Differential Calculus,Readings in Philippine History,Living in the IT Era,Life & Works of Rizal,Technopreneurship,Discrete Structures,2,3,1,3,3,1,2,1,2,3,74,87,86,81,89,91,78,79,80,82
608,Basic Grammar & Writing Composition (Nihongo),Readings in Philippine History,Differential Calculus,Essentials of Catholic Faith & Life,Art Appreciation,Technopreneurship,Data Structures & Algorithms,Discrete Structures,Physical Education 3,Computer Programming,2,1,3,1,1,2,3,3,2,3,72,99,73,86,71,71,76,73,75,74
609,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Technopreneurship,Differential Calculus,Life & Works of Rizal,Data Structures & Algorithms,Understanding the Self,Art Appreciation,Living in the IT Era,Physical Education 3,2,3,2,3,1,3,1,1,2,2,92,76,73,81,94,92,80,98,79,94
610,Readings in Philippine History,Living in the IT Era,Essentials of Catholic Faith & Life,Computer Programming,Basic Grammar & Writing Composition (Nihongo),Parallel & Distributed Computing,Ethics,Discrete Structures,Data Structures & Algorithms,Differential Calculus,1,2,1,3,2,3,2,3,3,3,84,70,94,79,93,74,87,70,88,99
611,Discrete Structures,Living in the IT Era,Life & Works of Rizal,Differential Calculus,Computer Programming,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,Technopreneurship,Parallel & Distributed Computing,3,2,1,3,3,2,2,1,2,3,85,97,80,87,97,86,96,81,95,79
612,Technopreneurship,Understanding the Self,Living in the IT Era,Differential Calculus,Essentials of Catholic Faith & Life,Readings in Philippine History,Parallel & Distributed Computing,Physical Education 3,Art Appreciation,Life & Works of Rizal,2,1,2,3,1,1,3,2,1,1,92,70,79,76,82,73,82,93,93,89
613,Ethics,Computer Programming,Living in the IT Era,Physical Education 3,Differential Calculus,Parallel & Distributed Computing,Understanding the Self,Technopreneurship,Life & Works of Rizal,Essentials of Catholic Faith & Life,2,3,2,2,3,3,1,2,1,1,90,81,74,93,100,71,94,92,99,87
614,Computer Programming,Readings in Philippine History,Life & Works of Rizal,Living in the IT Era,Essentials of Catholic Faith & Life,Data Structures & Algorithms,Basic Grammar & Writing Composition (Nihongo),Differential Calculus,Physical Education 3,Art Appreciation,3,1,1,2,1,3,2,3,2,1,86,79,70,92,72,84,77,82,72,81
615,Differential Calculus,Data Structures & Algorithms,Life & Works of Rizal,Living in the IT Era,Ethics,Discrete Structures,Basic Grammar & Writing Composition (Nihongo),Physical Education 3,Understanding the Self,Computer Programming,3,3,1,2,2,3,2,2,1,3,82,80,73,85,87,86,100,91,70,71
616,Physical Education 3,Differential Calculus,Data Structures & Algorithms,Understanding the Self,Technopreneurship,Discrete Structures,Computer Programming,Life & Works of Rizal,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,2,3,3,1,2,3,3,1,2,1,98,77,100,74,91,100,86,91,75,70
617,Differential Calculus,Data Structures & Algorithms,Life & Works of Rizal,Technopreneurship,Discrete Structures,Basic Grammar & Writing Composition (Nihongo),Computer Programming,Art Appreciation,Essentials of Catholic Faith & Life,Readings in Philippine History,3,3,1,2,3,2,3,1,1,1,78,88,95,89,85,74,80,94,72,90
618,Differential Calculus,Discrete Structures,Ethics,Life & Works of Rizal,Data Structures & Algorithms,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),Parallel & Distributed Computing,Physical Education 3,Readings in Philippine History,3,3,2,1,3,1,2,3,2,1,71,96,70,85,88,99,75,77,74,90
619,Understanding the Self,Essentials of Catholic Faith & Life,Physical Education 3,Ethics,Discrete Structures,Readings in Philippine History,Life & Works of Rizal,Computer Programming,Differential Calculus,Parallel & Distributed Computing,1,1,2,2,3,1,1,3,3,3,91,94,94,84,90,90,96,100,97,100
620,Art Appreciation,Life & Works of Rizal,Data Structures & Algorithms,Readings in Philippine History,Discrete Structures,Ethics,Parallel & Distributed Computing,Essentials of Catholic Faith & Life,Differential Calculus,Understanding the Self,1,1,3,1,3,2,3,1,3,1,95,76,82,77,96,83,73,84,94,82
621,Basic Grammar & Writing Composition (Nihongo),Data Structures & Algorithms,Understanding the Self,Technopreneurship,Readings in Philippine History,Life & Works of Rizal,Art Appreciation,Essentials of Catholic Faith & Life,Computer Programming,Parallel & Distributed Computing,2,3,1,2,1,1,1,1,3,3,77,75,90,76,77,75,83,75,81,85
622,Understanding the Self,Art Appreciation,Living in the IT Era,Life & Works of Rizal,Readings in Philippine History,Differential Calculus,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),Technopreneurship,Discrete Structures,1,1,2,1,1,3,2,2,2,3,74,85,76,95,89,86,85,72,70,83
623,Parallel & Distributed Computing,Art Appreciation,Technopreneurship,Computer Programming,Ethics,Differential Calculus,Data Structures & Algorithms,Discrete Structures,Living in the IT Era,Essentials of Catholic Faith & Life,3,1,2,3,2,3,3,3,2,1,79,75,77,100,98,91,74,80,90,98
624,Ethics,Data Structures & Algorithms,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,Essentials of Catholic Faith & Life,Computer Programming,Parallel & Distributed Computing,Discrete Structures,Technopreneurship,Physical Education 3,2,3,2,1,1,3,3,3,2,2,86,78,74,71,74,97,78,89,81,73
625,Living in the IT Era,Data Structures & Algorithms,Differential Calculus,Readings in Philippine History,Life & Works of Rizal,Discrete Structures,Art Appreciation,Essentials of Catholic Faith & Life,Technopreneurship,Physical Education 3,2,3,3,1,1,3,1,1,2,2,86,90,82,78,80,75,84,89,94,84
626,Computer Programming,Living in the IT Era,Understanding the Self,Parallel & Distributed Computing,Differential Calculus,Ethics,Data Structures & Algorithms,Life & Works of Rizal,Basic Grammar & Writing Composition (Nihongo),Readings in Philippine History,3,2,1,3,3,2,3,1,2,1,94,70,79,98,97,100,79,79,95,86
627,Readings in Philippine History,Differential Calculus,Essentials of Catholic Faith & Life,Understanding the Self,Parallel & Distributed Computing,Ethics,Art Appreciation,Discrete Structures,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),1,3,1,1,3,2,1,3,2,2,74,90,80,82,85,98,73,85,71,91
628,Readings in Philippine History,Technopreneurship,Essentials of Catholic Faith & Life,Physical Education 3,Data Structures & Algorithms,Computer Programming,Discrete Structures,Understanding the Self,Living in the IT Era,Ethics,1,2,1,2,3,3,3,1,2,2,85,93,87,86,71,73,79,84,89,79
629,Data Structures & Algorithms,Life & Works of Rizal,Readings in Philippine History,Ethics,Essentials of Catholic Faith & Life,Physical Education 3,Living in the IT Era,Differential Calculus,Understanding the Self,Parallel & Distributed Computing,3,1,1,2,1,2,2,3,1,3,83,82,73,74,86,82,92,77,100,93
630,Discrete Structures,Differential Calculus,Basic Grammar & Writing Composition (Nihongo),Living in the IT Era,Data Structures & Algorithms,Readings in Philippine History,Technopreneurship,Parallel & Distributed Computing,Essentials of Catholic Faith & Life,Art Appreciation,3,3,2,2,3,1,2,3,1,1,83,96,93,81,76,76,78,96,74,90
631,Differential Calculus,Physical Education 3,Living in the IT Era,Ethics,Technopreneurship,Basic Grammar & Writing Composition (Nihongo),Readings in Philippine History,Computer Programming,Life & Works of Rizal,Art Appreciation,3,2,2,2,2,2,1,3,1,1,74,98,99,89,95,78,96,77,89,83
632,Parallel & Distributed Computing,Life & Works of Rizal,Technopreneurship,Differential Calculus,Readings in Philippine History,Computer Programming,Discrete Structures,Understanding the Self,Living in the IT Era,Essentials of Catholic Faith & Life,3,1,2,3,1,3,3,1,2,1,92,85,81,81,74,87,90,82,73,99
633,Parallel & Distributed Computing,Ethics,Understanding the Self,Computer Programming,Art Appreciation,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),Technopreneurship,Differential Calculus,Life & Works of Rizal,3,2,1,3,1,1,2,2,3,1,88,97,75,86,72,85,95,80,81,82
634,Basic Grammar & Writing Composition (Nihongo),Data Structures & Algorithms,Life & Works of Rizal,Physical Education 3,Living in the IT Era,Computer Programming,Differential Calculus,Essentials of Catholic Faith & Life,Art Appreciation,Understanding the Self,2,3,1,2,2,3,3,1,1,1,91,71,90,78,96,77,94,72,81,87
635,Differential Calculus,Living in the IT Era,Art Appreciation,Computer Programming,Essentials of Catholic Faith & Life,Understanding the Self,Ethics,Discrete Structures,Life & Works of Rizal,Parallel & Distributed Computing,3,2,1,3,1,1,2,3,1,3,100,79,77,87,78,83,94,85,96,79
636,Readings in Philippine History,Parallel & Distributed Computing,Discrete Structures,Ethics,Technopreneurship,Physical Education 3,Life & Works of Rizal,Living in the IT Era,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),1,3,3,2,2,2,1,2,1,2,85,94,73,93,71,88,72,92,79,70
637,Parallel & Distributed Computing,Discrete Structures,Living in the IT Era,Differential Calculus,Computer Programming,Basic Grammar & Writing Composition (Nihongo),Physical Education 3,Ethics,Life & Works of Rizal,Data Structures & Algorithms,3,3,2,3,3,2,2,2,1,3,75,78,72,92,70,93,85,100,79,70
638,Physical Education 3,Technopreneurship,Readings in Philippine History,Computer Programming,Differential Calculus,Understanding the Self,Life & Works of Rizal,Living in the IT Era,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),2,2,1,3,3,1,1,2,1,2,77,80,99,94,73,95,79,98,81,72
639,Discrete Structures,Data Structures & Algorithms,Physical Education 3,Living in the IT Era,Life & Works of Rizal,Computer Programming,Essentials of Catholic Faith & Life,Understanding the Self,Parallel & Distributed Computing,Readings in Philippine History,3,3,2,2,1,3,1,1,3,1,88,91,73,92,75,73,75,99,82,75
640,Computer Programming,Differential Calculus,Readings in Philippine History,Essentials of Catholic Faith & Life,Ethics,Understanding the Self,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),Data Structures & Algorithms,Technopreneurship,3,3,1,1,2,1,2,2,3,2,92,83,96,86,86,86,97,93,75,75
641,Discrete Structures,Ethics,Data Structures & Algorithms,Living in the IT Era,Readings in Philippine History,Technopreneurship,Essentials of Catholic Faith & Life,Parallel & Distributed Computing,Life & Works of Rizal,Physical Education 3,3,2,3,2,1,2,1,3,1,2,77,81,75,92,89,89,73,96,93,74
642,Understanding the Self,Life & Works of Rizal,Differential Calculus,Parallel & Distributed Computing,Physical Education 3,Art Appreciation,Data Structures & Algorithms,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),Computer Programming,1,1,3,3,2,1,3,1,2,3,78,90,78,73,89,72,83,82,99,81
643,Parallel & Distributed Computing,Art Appreciation,Ethics,Differential Calculus,Life & Works of Rizal,Technopreneurship,Living in the IT Era,Basic Grammar & Writing Composition (Nihongo),Computer Programming,Discrete Structures,3,1,2,3,1,2,2,2,3,3,85,93,83,75,72,76,100,81,85,74
644,Physical Education 3,Understanding the Self,Differential Calculus,Technopreneurship,Living in the IT Era,Discrete Structures,Parallel & Distributed Computing,Computer Programming,Readings in Philippine History,Ethics,2,1,3,2,2,3,3,3,1,2,78,82,99,95,94,80,74,74,75,76
645,Basic Grammar & Writing Composition (Nihongo),Differential Calculus,Data Structures & Algorithms,Ethics,Understanding the Self,Readings in Philippine History,Technopreneurship,Life & Works of Rizal,Computer Programming,Physical Education 3,2,3,3,2,1,1,2,1,3,2,78,73,100,86,80,87,77,96,99,86
646,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Data Structures & Algorithms,Parallel & Distributed Computing,Differential Calculus,Understanding the Self,Life & Works of Rizal,Living in the IT Era,Technopreneurship,Ethics,2,3,3,3,3,1,1,2,2,2,89,90,95,95,81,90,100,81,99,100
647,Data Structures & Algorithms,Physical Education 3,Technopreneurship,Life & Works of Rizal,Understanding the Self,Living in the IT Era,Parallel & Distributed Computing,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,Differential Calculus,3,2,2,1,1,2,3,2,1,3,73,72,83,93,75,94,83,87,85,97
648,Discrete Structures,Essentials of Catholic Faith & Life,Ethics,Differential Calculus,Living in the IT Era,Data Structures & Algorithms,Life & Works of Rizal,Parallel & Distributed Computing,Readings in Philippine History,Computer Programming,3,1,2,3,2,3,1,3,1,3,93,88,79,96,79,99,81,100,75,74
649,Differential Calculus,Readings in Philippine History,Computer Programming,Discrete Structures,Data Structures & Algorithms,Life & Works of Rizal,Parallel & Distributed Computing,Ethics,Essentials of Catholic Faith & Life,Understanding the Self,3,1,3,3,3,1,3,2,1,1,85,84,79,86,90,84,79,72,75,98
650,Discrete Structures,Art Appreciation,Physical Education 3,Technopreneurship,Differential Calculus,Basic Grammar & Writing Composition (Nihongo),Essentials of Catholic Faith & Life,Readings in Philippine History,Parallel & Distributed Computing,Understanding the Self,3,1,2,2,3,2,1,1,3,1,77,78,96,75,84,92,99,77,76,85
651,Art Appreciation,Physical Education 3,Parallel & Distributed Computing,Readings in Philippine History,Living in the IT Era,Essentials of Catholic Faith & Life,Discrete Structures,Technopreneurship,Life & Works of Rizal,Ethics,1,2,3,1,2,1,3,2,1,2,80,85,81,99,75,98,70,99,85,75
652,Parallel & Distributed Computing,Understanding the Self,Art Appreciation,Technopreneurship,Ethics,Essentials of Catholic Faith & Life,Readings in Philippine History,Life & Works of Rizal,Physical Education 3,Computer Programming,3,1,1,2,2,1,1,1,2,3,90,78,90,79,99,88,98,70,98,73
653,Living in the IT Era,Technopreneurship,Readings in Philippine History,Art Appreciation,Physical Education 3,Essentials of Catholic Faith & Life,Ethics,Data Structures & Algorithms,Discrete Structures,Understanding the Self,2,2,1,1,2,1,2,3,3,1,76,88,75,81,95,99,84,85,84,87
654,Data Structures & Algorithms,Living in the IT Era,Discrete Structures,Art Appreciation,Technopreneurship,Computer Programming,Parallel & Distributed Computing,Life & Works of Rizal,Ethics,Understanding the Self,3,2,3,1,2,3,3,1,2,1,79,87,71,76,85,82,96,71,85,76
655,Readings in Philippine History,Differential Calculus,Living in the IT Era,Data Structures & Algorithms,Understanding the Self,Life & Works of Rizal,Physical Education 3,Technopreneurship,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,1,3,2,3,1,1,2,2,2,1,92,75,91,96,85,86,75,86,72,71
